engagement_date,sales_rep,region,source,activity_type,meetings_booked,meetings_held,pipeline_amount,closed_amount
2026-08-27,Sam Okafor,East,event,closing,1,1,24200,20300
2026-08-27,Taylor Reed,West,outbound,closing,1,1,12000,0
2026-08-28,Avery Chen,West,event,follow-up,1,0,0,0
2026-08-28,Jordan Blake,East,partner,demo,1,1,2800,1400
2026-08-28,Jordan Blake,East,event,follow-up,1,0,0,0
2026-08-28,Priya Nair,Central,referral,closing,1,1,25200,19200
2026-08-28,Sam Okafor,East,referral,follow-up,1,0,0,0
2026-08-28,Sam Okafor,East,referral,discovery,1,0,0,0
2026-08-28,Sam Okafor,East,partner,discovery,1,1,18500,0
2026-08-28,Taylor Reed,West,referral,demo,1,1,5000,0
2026-08-31,Avery Chen,West,outbound,discovery,1,1,19700,14200
2026-08-31,Avery Chen,West,partner,follow-up,1,1,24800,0
2026-08-31,Avery Chen,West,partner,demo,1,0,0,0
2026-08-31,Jordan Blake,East,outbound,demo,1,0,0,0
2026-08-31,Jordan Blake,East,event,follow-up,1,1,4400,3500
2026-08-31,Jordan Blake,East,outbound,discovery,1,1,2100,0
2026-08-31,Jordan Blake,East,outbound,follow-up,1,0,0,0
2026-08-31,Priya Nair,Central,referral,follow-up,1,1,2400,0
2026-08-31,Priya Nair,Central,event,demo,1,1,15800,7600
2026-08-31,Sam Okafor,East,referral,follow-up,1,1,4800,0
2026-08-31,Taylor Reed,West,partner,follow-up,1,0,0,0
2026-08-31,Taylor Reed,West,event,follow-up,1,1,8400,0
2026-09-01,Avery Chen,West,outbound,follow-up,1,1,4900,0
2026-09-01,Jordan Blake,East,partner,closing,1,0,0,0
2026-09-01,Jordan Blake,East,event,discovery,1,1,2900,0
2026-09-01,Jordan Blake,East,partner,demo,1,1,4700,0
2026-09-01,Priya Nair,Central,partner,closing,1,1,8700,0
2026-09-01,Priya Nair,Central,inbound,demo,1,1,20900,0
2026-09-01,Priya Nair,Central,inbound,demo,1,1,20700,0
2026-09-01,Sam Okafor,East,event,closing,1,1,2800,0
2026-09-01,Sam Okafor,East,inbound,follow-up,1,1,6000,0
2026-09-01,Taylor Reed,West,inbound,closing,1,1,23000,0
2026-09-01,Taylor Reed,West,partner,discovery,1,0,0,0
2026-09-01,Taylor Reed,West,outbound,closing,1,1,23600,0
2026-09-01,Taylor Reed,West,event,demo,1,0,0,0
2026-09-02,Avery Chen,West,inbound,discovery,1,1,3900,0
2026-09-02,Jordan Blake,East,referral,closing,1,1,9800,4300
2026-09-02,Jordan Blake,East,outbound,demo,1,1,20800,0
2026-09-02,Jordan Blake,East,outbound,follow-up,1,1,2300,0
2026-09-02,Jordan Blake,East,outbound,closing,1,0,0,0
2026-09-02,Priya Nair,Central,outbound,demo,1,1,8300,6300
2026-09-02,Priya Nair,Central,inbound,follow-up,1,1,4400,0
2026-09-02,Sam Okafor,East,outbound,discovery,1,0,0,0
2026-09-02,Taylor Reed,West,partner,demo,1,1,18100,0
2026-09-02,Taylor Reed,West,inbound,follow-up,1,0,0,0
2026-09-03,Avery Chen,West,partner,closing,1,1,20500,0
2026-09-03,Avery Chen,West,partner,discovery,1,1,21100,0
2026-09-03,Jordan Blake,East,partner,closing,1,1,5600,3600
2026-09-03,Jordan Blake,East,outbound,discovery,1,1,12400,0
2026-09-03,Priya Nair,Central,event,follow-up,1,0,0,0
2026-09-03,Sam Okafor,East,outbound,discovery,1,0,0,0
2026-09-03,Sam Okafor,East,outbound,discovery,1,1,13900,12200
2026-09-03,Sam Okafor,East,partner,discovery,1,1,10200,8900
2026-09-03,Sam Okafor,East,partner,closing,1,0,0,0
2026-09-03,Taylor Reed,West,outbound,follow-up,1,1,22700,21600
2026-09-04,Avery Chen,West,event,follow-up,1,1,25100,0
2026-09-04,Avery Chen,West,outbound,discovery,1,1,20900,0
2026-09-04,Avery Chen,West,outbound,closing,1,1,14100,0
2026-09-04,Jordan Blake,East,event,follow-up,1,1,23300,0
2026-09-04,Priya Nair,Central,partner,discovery,1,0,0,0
2026-09-04,Sam Okafor,East,event,discovery,1,1,22000,7000
2026-09-04,Sam Okafor,East,partner,demo,1,0,0,0
2026-09-04,Taylor Reed,West,event,follow-up,1,1,18600,0
2026-09-04,Taylor Reed,West,referral,follow-up,1,1,9800,0
2026-09-07,Avery Chen,West,partner,closing,1,0,0,0
2026-09-07,Avery Chen,West,inbound,follow-up,1,0,0,0
2026-09-07,Avery Chen,West,event,closing,1,0,0,0
2026-09-07,Jordan Blake,East,referral,discovery,1,1,17400,0
2026-09-07,Jordan Blake,East,outbound,discovery,1,1,7300,0
2026-09-07,Jordan Blake,East,partner,discovery,1,1,17600,17100
2026-09-07,Priya Nair,Central,event,discovery,1,0,0,0
2026-09-07,Sam Okafor,East,outbound,closing,1,1,2900,0
2026-09-07,Sam Okafor,East,outbound,follow-up,1,1,20300,0
2026-09-07,Sam Okafor,East,inbound,demo,1,1,17800,0
2026-09-07,Sam Okafor,East,outbound,closing,1,1,22600,17000
2026-09-07,Taylor Reed,West,outbound,closing,1,1,14100,0
2026-09-07,Taylor Reed,West,inbound,follow-up,1,1,17400,0
2026-09-07,Taylor Reed,West,partner,discovery,1,1,20900,0
2026-09-08,Avery Chen,West,inbound,demo,1,1,21800,18900
2026-09-08,Avery Chen,West,outbound,follow-up,1,1,23900,17300
2026-09-08,Avery Chen,West,event,discovery,1,0,0,0
2026-09-08,Jordan Blake,East,inbound,discovery,1,0,0,0
2026-09-08,Jordan Blake,East,outbound,discovery,1,1,21100,0
2026-09-08,Jordan Blake,East,inbound,discovery,1,1,12900,0
2026-09-08,Priya Nair,Central,partner,closing,1,1,10100,0
2026-09-08,Sam Okafor,East,outbound,follow-up,1,1,25700,0
2026-09-08,Sam Okafor,East,event,discovery,1,1,8100,0
2026-09-08,Taylor Reed,West,partner,demo,1,1,15100,6300
2026-09-08,Taylor Reed,West,partner,demo,1,1,12900,0
2026-09-08,Taylor Reed,West,inbound,discovery,1,1,23200,9600
2026-09-08,Taylor Reed,West,inbound,discovery,1,1,6700,0
2026-09-09,Avery Chen,West,partner,closing,1,1,5100,2500
2026-09-09,Jordan Blake,East,outbound,demo,1,1,20300,12400
2026-09-09,Jordan Blake,East,event,discovery,1,1,14300,0
2026-09-09,Priya Nair,Central,outbound,demo,1,1,19700,0
2026-09-09,Sam Okafor,East,event,discovery,1,1,20700,0
2026-09-09,Sam Okafor,East,partner,follow-up,1,1,17400,5800
2026-09-09,Sam Okafor,East,outbound,follow-up,1,0,0,0
2026-09-09,Sam Okafor,East,referral,demo,1,1,24400,0
2026-09-09,Taylor Reed,West,outbound,closing,1,1,16200,0
2026-09-09,Taylor Reed,West,outbound,discovery,1,1,20900,0
2026-09-09,Taylor Reed,West,event,follow-up,1,0,0,0
2026-09-10,Avery Chen,West,partner,discovery,1,0,0,0
2026-09-10,Avery Chen,West,partner,closing,1,1,20000,10200
2026-09-10,Avery Chen,West,partner,demo,1,1,11600,0
2026-09-10,Avery Chen,West,partner,closing,1,1,6100,0
2026-09-10,Jordan Blake,East,partner,follow-up,1,0,0,0
2026-09-10,Jordan Blake,East,referral,closing,1,0,0,0
2026-09-10,Jordan Blake,East,outbound,demo,1,1,8700,0
2026-09-10,Jordan Blake,East,outbound,closing,1,1,14100,0
2026-09-10,Priya Nair,Central,inbound,closing,1,1,3800,0
2026-09-10,Priya Nair,Central,partner,discovery,1,1,2100,0
2026-09-10,Sam Okafor,East,event,closing,1,1,25000,0
2026-09-10,Taylor Reed,West,inbound,closing,1,0,0,0
2026-09-10,Taylor Reed,West,referral,demo,1,1,18600,0
2026-09-11,Avery Chen,West,inbound,discovery,1,1,17500,0
2026-09-11,Avery Chen,West,inbound,demo,1,1,12600,8500
2026-09-11,Avery Chen,West,inbound,closing,1,1,15100,0
2026-09-11,Jordan Blake,East,referral,demo,1,0,0,0
2026-09-11,Jordan Blake,East,referral,follow-up,1,0,0,0
2026-09-11,Priya Nair,Central,event,demo,1,0,0,0
2026-09-11,Priya Nair,Central,inbound,closing,1,1,10000,0
2026-09-11,Priya Nair,Central,event,demo,1,1,3200,0
2026-09-11,Sam Okafor,East,inbound,follow-up,1,1,7800,0
2026-09-11,Sam Okafor,East,outbound,follow-up,1,1,10800,6300
2026-09-11,Sam Okafor,East,inbound,follow-up,1,0,0,0
2026-09-11,Taylor Reed,West,inbound,follow-up,1,1,21000,7200
2026-09-14,Avery Chen,West,outbound,discovery,1,0,0,0
2026-09-14,Jordan Blake,East,referral,closing,1,1,12000,11700
2026-09-14,Jordan Blake,East,inbound,demo,1,0,0,0
2026-09-14,Jordan Blake,East,outbound,demo,1,1,2600,1700
2026-09-14,Priya Nair,Central,outbound,closing,1,1,13700,0
2026-09-14,Sam Okafor,East,referral,discovery,1,1,19300,0
2026-09-14,Taylor Reed,West,partner,discovery,1,0,0,0
2026-09-14,Taylor Reed,West,inbound,follow-up,1,1,4700,0
2026-09-14,Taylor Reed,West,inbound,follow-up,1,0,0,0
2026-09-15,Avery Chen,West,inbound,closing,1,1,22300,0
2026-09-15,Jordan Blake,East,inbound,demo,1,1,15300,0
2026-09-15,Jordan Blake,East,partner,demo,1,1,10600,3600
2026-09-15,Priya Nair,Central,partner,demo,1,1,19500,0
2026-09-15,Priya Nair,Central,outbound,demo,1,1,13500,12500
2026-09-15,Sam Okafor,East,inbound,closing,1,0,0,0
2026-09-15,Sam Okafor,East,referral,discovery,1,1,16500,0
2026-09-15,Sam Okafor,East,outbound,demo,1,1,20500,9600
2026-09-15,Taylor Reed,West,event,demo,1,1,6000,0
2026-09-15,Taylor Reed,West,referral,follow-up,1,1,13300,0
2026-09-15,Taylor Reed,West,event,demo,1,1,9300,0
2026-09-15,Taylor Reed,West,partner,follow-up,1,1,7300,0
2026-09-16,Avery Chen,West,outbound,discovery,1,1,18900,0
2026-09-16,Avery Chen,West,event,discovery,1,1,16300,11400
2026-09-16,Avery Chen,West,outbound,discovery,1,0,0,0
2026-09-16,Jordan Blake,East,referral,follow-up,1,1,9300,0
2026-09-16,Jordan Blake,East,event,closing,1,1,13500,0
2026-09-16,Jordan Blake,East,outbound,follow-up,1,1,2200,0
2026-09-16,Jordan Blake,East,referral,closing,1,1,3800,0
2026-09-16,Priya Nair,Central,referral,discovery,1,1,6600,0
2026-09-16,Priya Nair,Central,outbound,discovery,1,1,2100,0
2026-09-16,Priya Nair,Central,partner,demo,1,0,0,0
2026-09-16,Sam Okafor,East,inbound,closing,1,1,3500,0
2026-09-16,Sam Okafor,East,outbound,follow-up,1,0,0,0
2026-09-16,Taylor Reed,West,event,demo,1,1,18600,0
2026-09-17,Avery Chen,West,inbound,closing,1,1,8200,0
2026-09-17,Avery Chen,West,event,follow-up,1,1,16100,10600
2026-09-17,Jordan Blake,East,inbound,demo,1,1,5900,5600
2026-09-17,Jordan Blake,East,event,closing,1,0,0,0
2026-09-17,Priya Nair,Central,referral,demo,1,1,11200,0
2026-09-17,Priya Nair,Central,referral,demo,1,1,24900,0
2026-09-17,Priya Nair,Central,partner,closing,1,1,23500,0
2026-09-17,Priya Nair,Central,event,closing,1,1,23200,13300
2026-09-17,Sam Okafor,East,referral,follow-up,1,1,21400,0
2026-09-17,Sam Okafor,East,event,discovery,1,0,0,0
2026-09-17,Taylor Reed,West,outbound,discovery,1,1,25700,0
2026-09-17,Taylor Reed,West,inbound,discovery,1,0,0,0
2026-09-17,Taylor Reed,West,event,closing,1,1,8600,0
2026-09-18,Avery Chen,West,outbound,demo,1,1,17100,11200
2026-09-18,Avery Chen,West,partner,follow-up,1,1,3400,0
2026-09-18,Avery Chen,West,outbound,follow-up,1,1,11700,0
2026-09-18,Avery Chen,West,partner,demo,1,1,20300,11800
2026-09-18,Jordan Blake,East,outbound,closing,1,0,0,0
2026-09-18,Priya Nair,Central,referral,closing,1,1,20800,13100
2026-09-18,Sam Okafor,East,partner,follow-up,1,0,0,0
2026-09-18,Sam Okafor,East,event,discovery,1,1,5600,0
2026-09-18,Sam Okafor,East,event,demo,1,1,6000,4600
2026-09-18,Taylor Reed,West,referral,closing,1,1,19000,0
2026-09-18,Taylor Reed,West,partner,closing,1,1,13600,0
2026-09-18,Taylor Reed,West,outbound,discovery,1,1,6800,0
2026-09-21,Avery Chen,West,referral,demo,1,1,20200,0
2026-09-21,Avery Chen,West,event,closing,1,1,25600,22300
2026-09-21,Avery Chen,West,outbound,discovery,1,1,13300,7400
2026-09-21,Jordan Blake,East,referral,discovery,1,1,11500,0
2026-09-21,Jordan Blake,East,partner,follow-up,1,1,20500,0
2026-09-21,Jordan Blake,East,inbound,discovery,1,1,17900,0
2026-09-21,Jordan Blake,East,outbound,closing,1,0,0,0
2026-09-21,Priya Nair,Central,event,discovery,1,1,10100,0
2026-09-21,Sam Okafor,East,partner,follow-up,1,1,10400,0
2026-09-21,Sam Okafor,East,event,discovery,1,1,8500,0
2026-09-21,Sam Okafor,East,partner,closing,1,1,8900,0
2026-09-21,Sam Okafor,East,event,follow-up,1,1,2900,0
2026-09-21,Taylor Reed,West,inbound,follow-up,1,1,25800,0
2026-09-21,Taylor Reed,West,referral,follow-up,1,1,5900,2100
2026-09-21,Taylor Reed,West,event,closing,1,1,14900,0
